,Unnamed: 0,elementIndex,modelName,combCasePerm,Fx,Fy,Fz,Mxx,Myy,Mzz,combCase,PN,set
99,99,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C23p2,-2451.503932138672,168.90678245437627,-138.24581890665053,0.0,107.63389708740226,391.14203054321285,23,PN07,ULS - Set A/B - Variable Actions (Env.)
100,100,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C23p3,-5378.850971428224,57.27673192047119,-88.78157823423386,0.0,234.37491376708985,227.3576963818361,23,PN07,ULS - Set A/B - Variable Actions (Env.)
101,101,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C23p3,-5396.94846234619,57.27673192047119,-88.78157823423386,0.0,189.9841232299804,198.71932408203125,23,PN07,ULS - Set A/B - Variable Actions (Env.)
102,102,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C23p4,-2609.85853458496,45.446727556610114,-88.41719577543259,0.0,136.36980632324224,141.72840695861822,23,PN07,ULS - Set A/B - Variable Actions (Env.)
103,103,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C23p4,-2622.59380597168,45.446727556610114,-88.41719577543259,0.0,92.16120916748038,119.00503544555666,23,PN07,ULS - Set A/B - Variable Actions (Env.)
104,104,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C23p5,-3765.242107788088,30.3071066418457,-128.04113840875624,0.0,195.13633901855476,127.49860817871104,23,PN07,ULS - Set A/B - Variable Actions (Env.)
105,105,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C23p5,-3783.3395987060553,30.3071066418457,-128.04113840875624,0.0,131.11577176025375,112.34504410400382,23,PN07,ULS - Set A/B - Variable Actions (Env.)
106,106,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C23p6,-1615.3912402294916,21.520614302520748,-127.93013447443006,0.0,127.19260422607424,63.55338997497567,23,PN07,ULS - Set A/B - Variable Actions (Env.)
107,107,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C23p6,-1628.126511616211,21.520614302520748,-127.93013447443006,0.0,63.227533254394366,52.79307307495122,23,PN07,ULS - Set A/B - Variable Actions (Env.)
108,108,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C24p1,-3764.072710429687,151.8991697320557,-117.08408864196775,0.0,207.28032485839847,460.6245336010743,24,PN07,ULS - Set C - Variable Actions (Env.)
109,109,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C24p1,-3777.478259257812,151.8991697320557,-117.08408864196775,0.0,148.73828237792966,384.67495260986334,24,PN07,ULS - Set C - Variable Actions (Env.)
110,110,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C24p2,-2960.190584846191,147.76507770568847,-117.4626649797058,0.0,187.67473899902345,431.3171918310547,24,PN07,ULS - Set C - Variable Actions (Env.)
111,111,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C24p2,-2973.596133674316,147.76507770568847,-117.4626649797058,0.0,128.94341155761714,357.43465682861336,24,PN07,ULS - Set C - Variable Actions (Env.)
112,112,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C24p3,-4146.829077131347,48.2911472354126,-74.89892954593658,0.0,184.67944108154293,185.56461470947264,24,PN07,ULS - Set C - Variable Actions (Env.)
113,113,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C24p3,-4160.234625959472,48.2911472354126,-74.89892954593658,0.0,147.22999136230467,161.41903628662112,24,PN07,ULS - Set C - Variable Actions (Env.)
114,114,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C24p4,-3105.0289619897467,42.98923285369872,-75.17445264530183,0.0,153.30831292236323,147.94214136352537,24,PN07,ULS - Set C - Variable Actions (Env.)
115,115,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C24p4,-3118.434510817872,42.98923285369872,-75.17445264530183,0.0,115.72108448730468,126.44751760009764,24,PN07,ULS - Set C - Variable Actions (Env.)
116,116,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C24p5,-2786.567024047852,25.5881674395752,-107.81018704681397,0.0,151.7749461865235,101.54957012939448,24,PN07,ULS - Set C - Variable Actions (Env.)
117,117,109,models\South Pier - Pilecap (STQ062)_+Fy+Fz.gwb,C24p5,-2799.9725728759768,25.5881674395752,-107.81018704681397,0.0,97.8698492236329,88.75547781982424,24,PN07,ULS - Set C - Variable Actions (Env.)
