,,Fx,Fy,Fz,Mxx,Myy,Mzz
256,Res_1,-4055.7157418670654,63.71751003074649,-141.08344509816175,0.0,-459.94154331588584,-547.9564685115814
257,Res_0,-4055.712257736206,29.504131785392776,-102.57977954196944,0.0,-459.9412628231032,-547.95638489151
257,Res_1,-4070.027121017456,29.504131785392776,-102.57977954196944,0.0,-562.5210606660828,-577.4605126876833
258,Res_0,-4070.0354416885375,-144.83511020374297,112.38468379306747,0.0,-562.5209009528145,-577.4604708213808
258,Res_1,-4084.350304969788,-144.83511020374297,112.38468379306747,0.0,-450.13621311187643,-432.6253561859132
259,Res_0,-4084.3445883026125,-173.43253998374942,165.55963336706114,0.0,-450.13621550941366,-432.625361240387
259,Res_1,-4098.659455490112,-173.43253998374942,165.55963336706114,0.0,-284.5765804615015,-259.1928100509644
260,Res_0,-4098.656833908081,-137.48733924198154,141.29354882621732,0.0,-284.5765968542093,-259.19281428909306
260,Res_1,-4112.971693283082,-137.48733924198154,141.29354882621732,0.0,-143.28304613590217,-121.70547318649295
261,Res_0,-4112.975865158081,-85.95829742336275,93.25105423307399,0.0,-143.28304303884482,-121.70547205352787
261,Res_1,-4127.290724533081,-85.95829742336275,93.25105423307399,0.0,-50.03198500502104,-35.74717619097233
262,Res_0,-4127.290090255738,-42.03726049661637,48.661787810325535,0.0,-50.03197863572831,-35.74717660057546
262,Res_1,-4141.604949630738,-42.03726049661637,48.661787810325535,0.0,-1.3701911687851343,6.290082113265991
263,Res_0,-4141.6050434951785,-12.704686175942426,17.19675603745876,0.0,-1.3701841309667024,6.290077848672867
263,Res_1,-4155.919902870179,-12.704686175942426,17.19675603745876,0.0,15.826572184979858,18.99476413333416
264,Res_0,-4155.920427658081,3.050578894019127,-0.7019911094605775,0.0,15.826579403579178,18.994759994029998
264,Res_1,-4170.2352870330815,3.050578894019127,-0.7019911094605775,0.0,15.124588385641532,15.944181466013195
265,Res_0,-4170.233324630737,8.708760188527405,-7.906228885263181,0.0,15.124588562428908,15.944176586657765
265,Res_1,-4184.548184005737,8.708760188527405,-7.906228885263181,0.0,7.218359494507295,7.235416556924583
270,Res_0,296.58391864013674,7.5490529825910935,-6.929109058529121,0.0,6.92910887783764,7.549054006181659
270,Res_1,296.58391864013674,7.5490529825910935,-6.929109058529121,0.0,-1.386683019006714e-07,9.565500752799496e-07
271,Res_0,-2000.8065612792968,7.396236130759121,-7.059708704072964,0.0,7.059706912128236,7.396239623859525
271,Res_1,-2000.8065612792968,7.396236130759121,-7.059708704072964,0.0,-1.7101583728926833e-06,3.446290079997639e-06
272,Res_0,-4184.546667892456,7.235418250977994,-7.21835779860614,0.0,7.218358357965928,7.235417135894299
272,Res_1,-4184.546667892456,7.235418250977994,-7.21835779860614,0.0,4.374063568697278e-07,-1.1860860580554802e-06
273,Res_0,-265.74072805786136,7.546244011119009,-6.967003786772471,0.0,6.967004163339716,7.5462445897087465
273,Res_1,-265.74072805786136,7.546244011119009,-6.967003786772471,0.0,5.589797990452797e-07,6.365258738370021e-07
274,Res_0,-2677.748878707886,7.418189775541426,-7.038074445009213,0.0,7.038073160484415,7.418191718611867
274,Res_1,-2677.748878707886,7.418189775541426,-7.038074445009213,0.0,-1.1696870314779073e-06,1.7542744237770692e-06
275,Res_0,-4971.204754974366,7.292917797178031,-7.221994703590852,0.0,7.221994132816773,7.292918956398965
275,Res_1,-4971.204754974366,7.292917797178031,-7.221994703590852,0.0,-6.737269399081903e-07,9.495857604022715e-07
276,Res_0,-867.5803290100098,7.594759383827449,-7.061504435777646,0.0,7.061502908289414,7.5947609692811975
276,Res_1,-867.5803290100098,7.594759383827449,-7.061504435777646,0.0,-1.5327764521941714e-06,1.383019710424094e-06
277,Res_0,-3301.018215774536,7.4817339333742865,-7.139766155779344,0.0,7.139764369413238,7.481735745873303
277,Res_1,-3301.018215774536,7.4817339333742865,-7.139766155779344,0.0,-1.6405140020481127e-06,1.5752961060373493e-06
278,Res_0,-5652.674723114013,7.412510046288372,-7.229679999917727,0.0,7.2296803777664715,7.4125110753551136
278,Res_1,-5652.674723114013,7.412510046288372,-7.229679999917727,0.0,5.020169026508325e-07,9.958790485811168e-07
279,Res_0,-1462.6253838653565,7.6674383302330975,-7.172355363756401,0.0,7.1723553491234595,7.667437936604023
279,Res_1,-1462.6253838653565,7.6674383302330975,-7.172355363756401,0.0,-1.012249281835383e-07,-5.071182542621955e-07
280,Res_0,-3871.506734619141,7.5905906888991606,-7.256771043460798,0.0,7.25676991757935,7.590593020126224
280,Res_1,-3871.506734619141,7.5905906888991606,-7.256771043460798,0.0,-1.0230696458766167e-06,2.275067814233367e-06
281,Res_0,-6167.230049987793,7.577947461105884,-7.342088161617499,0.0,7.34208773827551,7.577949186243118
281,Res_1,-6167.230049987793,7.577947461105884,-7.342088161617499,0.0,-2.8056165658084743e-07,1.6746957692461711e-06
