,Fx,Mres,Fres,elementIndex,modelName,combCase
882,239.936822265625,2317.658652866721,77.04703630468256,226,models\SP model_05_no-wall_-Fy_-Fz.gwb,C08
945,357.21729785156253,2380.1062008699537,665.2517019647323,350,models\SP model_05_no-wall_-Fy_-Fz.gwb,C07
947,239.931353515625,2317.6586874742134,664.786644693386,350,models\SP model_05_no-wall_-Fy_-Fz.gwb,C08
981,-818.3170703125,2449.4531259653286,669.5592129429045,359,models\SP model_05_no-wall_-Fy_-Fz.gwb,C07
983,-885.387748046875,2388.515930724938,670.427527198543,359,models\SP model_05_no-wall_-Fy_-Fz.gwb,C08
1017,-696.965126953125,2574.5466174877633,710.7401398875671,368,models\SP model_05_no-wall_-Fy_-Fz.gwb,C07
1019,-762.5207734375,2512.100199482195,710.8561053027338,368,models\SP model_05_no-wall_-Fy_-Fz.gwb,C08
1020,-544.706359375,2385.889210548444,84.42393384026047,158,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C07
1022,-610.264357421875,2323.089400644605,75.5297865806374,158,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C08
1052,-802.5666640625,2431.9356814813314,89.0926529775274,192,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C07
1053,-828.3053203125,2355.9142678311155,89.0926529775274,192,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C07
1054,-869.632841796875,2370.728118857162,79.8383591487616,192,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C08
1056,-828.2965390625001,2355.914238686105,427.30452107028515,193,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C07
1084,242.3241689453125,2529.09156213936,85.24104316169831,226,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C07
1085,216.5855126953125,2456.802110674278,85.24104316169831,226,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C07
1086,125.038291015625,2466.4202361501007,76.42231505158323,226,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C08
1087,99.299634765625,2404.3619960717774,76.42231505158323,226,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C08
1088,216.5826513671875,2456.8025170731285,442.1264311002448,227,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C07
1090,99.301203125,2404.3623314235942,428.442777375797,227,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C08
1149,242.3120166015625,2529.0905428253927,692.5891770398609,350,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C07
1151,125.026072265625,2466.419436716259,692.3816743227756,350,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C08
1185,-802.5695078125,2431.9361166523977,653.7010293990626,359,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C07
1187,-869.640185546875,2370.728482474796,654.5982376375598,359,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C08
1221,-544.699751953125,2385.8895421566517,651.5915410556432,368,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C07
1223,-610.2553984375,2323.0898543754824,651.4340218058454,368,models\SP model_05a_no-wall_-Fy_-Fz.gwb,C08
