,element_nos,Cs,xDivL,Fx,Mres
2973,118,C55,1.0,-593.6410656103513,139.2590701606123
2974,119,C55,0.0,-593.643012104492,139.25909624814773
2975,119,C55,1.0,-600.393400385742,100.05926372842798
2976,120,C55,0.0,-600.3913011938474,100.05924997685814
2977,120,C55,1.0,-607.1416894750975,56.9636777161375
2978,121,C55,0.0,-607.144432993164,56.9636711969385
2979,121,C55,1.0,-613.8948212744139,22.945414279367803
2980,122,C55,0.0,-613.8924784204099,22.945417846699417
2981,122,C55,1.0,-620.6428629907224,3.039587962782145
2982,123,C55,0.0,-620.6424715966795,3.0395875822224108
2983,123,C55,1.0,-627.3928598779295,6.43282018354383
2984,124,C55,0.0,-627.3954051000974,6.432822686084734
2985,124,C55,1.0,-634.1457933813474,5.202381112673922
2986,125,C55,0.0,-634.1436010400389,5.2023814190665645
2987,125,C55,1.0,-640.8939893212889,2.1964028168838525
2988,126,C55,0.0,-640.8932627807615,2.196402938446824
2989,126,C55,1.0,-647.6436510620115,2.6101535595103623e-07
2990,128,C55,0.0,-1212.7977813403315,285.58797780871873
2991,128,C55,1.0,-1219.5481698535152,106.34155010804244
2992,129,C55,0.0,-1219.549294785156,106.3413870438961
2993,129,C55,1.0,-1226.2996830664058,78.8988185240758
2994,130,C55,0.0,-1226.3016876464837,78.89886470417918
2995,130,C55,1.0,-1233.0520759277342,146.7695616823203
2996,131,C55,0.0,-1233.0506579101557,146.76972788372925
2997,131,C55,1.0,-1239.8010480468745,165.96126763149545
2998,132,C55,0.0,-1239.8003028124995,165.96121756925254
2999,132,C55,1.0,-1246.55069109375,145.15399575627922
3000,133,C55,0.0,-1246.5529706738278,145.15394363146626
3001,133,C55,1.0,-1253.3033589550776,104.71160919142393
3002,134,C55,0.0,-1253.3005498828122,104.71162594467425
3003,134,C55,1.0,-1260.050938164062,59.93411332665875
3004,135,C55,0.0,-1260.0530301367185,59.934121531642134
3005,135,C55,1.0,-1266.8034184179683,24.335841857979347
3006,136,C55,0.0,-1266.8030867578123,24.335844712307303
3007,136,C55,1.0,-1273.553471328125,3.1451893621475717
3008,137,C55,0.0,-1273.5511466113278,3.1451916398170416
3009,137,C55,1.0,-1280.301534892578,6.612901120474049
3010,138,C55,0.0,-1280.3048670898434,6.6129011785702065
3011,138,C55,1.0,-1287.0552553710934,5.407822238904659
3012,139,C55,0.0,-1287.052804121094,5.407823268137625
3013,139,C55,1.0,-1293.8031924023437,2.2945952242894982
3014,140,C55,0.0,-1293.8031203320306,2.294595137294099
3015,140,C55,1.0,-1300.5535086132809,2.93357112063911e-07
3016,142,C55,0.0,-236.3249943432616,274.55600125165853
3017,142,C55,1.0,-243.07538285644532,97.14958334342352
3018,143,C55,0.0,-243.0757144482421,97.1496456252899
3019,143,C55,1.0,-249.82610272949208,78.529111967312
3020,144,C55,0.0,-249.82856615234363,78.52932681011856
3021,144,C55,1.0,-256.57895443359365,147.3577282898649
3022,145,C55,0.0,-256.5763627075195,147.35764791086007
3023,145,C55,1.0,-263.3267528442382,165.71901753823903
3024,146,C55,0.0,-263.3265926708983,165.71908811249673
3025,146,C55,1.0,-270.07698095214835,144.35506096410808
3026,147,C55,0.0,-270.07994645996087,144.3550890926621
3027,147,C55,1.0,-276.83033474121083,103.7198579608677
3028,148,C55,0.0,-276.8271575512694,103.7198307991316
3029,148,C55,1.0,-283.57754583251943,58.99009561591429
3030,149,C55,0.0,-283.5804811474609,58.99010029693393
3031,149,C55,1.0,-290.3308694287108,23.66941768033198
3032,150,C55,0.0,-290.3284675903319,23.669417100032188
3033,150,C55,1.0,-297.07885216064443,2.7901816001002735
3034,151,C55,0.0,-297.0766512646483,2.7901835772699983
3035,151,C55,1.0,-303.82703954589834,6.639652666433028
3036,152,C55,0.0,-303.83179270751936,6.639652017577317
3037,152,C55,1.0,-310.5821809887694,5.391032628868685
3038,153,C55,0.0,-310.5795163818358,5.391032970326013
3039,153,C55,1.0,-317.3299046630858,2.2769265965889214
3040,154,C55,0.0,-317.3299417944334,2.2769267308703234
3041,154,C55,1.0,-324.08033007568343,3.0965523367118605e-07
3042,156,C55,0.0,-886.1845722290037,291.38969131502273
3043,156,C55,1.0,-892.9349607421875,104.68169051539881
3044,157,C55,0.0,-892.9358000878907,104.68155295429753
3045,157,C55,1.0,-899.6861883691406,78.7271445921594
3046,158,C55,0.0,-899.6876278222658,78.72699363445723
3047,158,C55,1.0,-906.4380161035159,151.225286339814
3048,159,C55,0.0,-906.4354862597656,151.22509167070302
3049,159,C55,1.0,-913.1858763964843,171.39696123231678
3050,160,C55,0.0,-913.1863966308592,171.3968523253581
3051,160,C55,1.0,-919.9367849121096,149.92640382581683
3052,161,C55,0.0,-919.9394551464845,149.9263996901224
3053,161,C55,1.0,-926.6898434277344,108.10208674860095
3054,162,C55,0.0,-926.6863675292971,108.10207702703207
3055,162,C55,1.0,-933.436755810547,61.77935640821652
3056,163,C55,0.0,-933.4397559472654,61.779362341868385
3057,163,C55,1.0,-940.1901442285154,24.972828122175827
3058,164,C55,0.0,-940.1871557324217,24.97282925830018
3059,164,C55,1.0,-946.9375403027344,2.8961366453127817
3060,165,C55,0.0,-946.9379810839843,2.8961314864411682
3061,165,C55,1.0,-953.6883693652344,6.813394562956343
3062,166,C55,0.0,-953.6905552441409,6.813393771413487
3063,166,C55,1.0,-960.4409435253908,5.585755425794228
3064,167,C55,0.0,-960.4395232910158,5.585756230981003
3065,167,C55,1.0,-967.1899115722657,2.3695414105055894
3066,168,C55,0.0,-967.1889918457031,2.3695408450821507
3067,168,C55,1.0,-973.939380126953,4.540095410376053e-07
3068,170,C55,0.0,88.01850043945322,282.5593204070269
3069,170,C55,1.0,81.26811192626953,96.36463495200353
3070,171,C55,0.0,81.26910157958991,96.36476868348973
3071,171,C55,1.0,74.51871329833989,78.35330865301549
3072,172,C55,0.0,74.5156929711915,78.35334909623916
3073,172,C55,1.0,67.76530468994147,152.13914255872209
3074,173,C55,0.0,67.76777728271486,152.13926111022127
3075,173,C55,1.0,61.01738714599611,171.71067064843857
3076,174,C55,0.0,61.01783480712902,171.71076207178015
3077,174,C55,1.0,54.26744652587897,149.71126565024778
3078,175,C55,0.0,54.26707644775398,149.7112742391596
3079,175,C55,1.0,47.516688166503926,107.59314093546713
3080,176,C55,0.0,47.51474384521491,107.59311492312776
3081,176,C55,1.0,40.764355563964884,61.161723292780835
3082,177,C55,0.0,40.76445910400391,61.16171280493798
3083,177,C55,1.0,34.014070822754,24.470401488133316
3084,178,C55,0.0,34.01580861083984,24.47040363456196
3085,178,C55,1.0,27.26542404052739,2.526821447244493
3086,179,C55,0.0,27.265302502441468,2.526819194172401
3087,179,C55,1.0,20.514914221191443,6.854770196673659
3088,180,C55,0.0,20.515626032714923,6.8547690935770405
3089,180,C55,1.0,13.765237751464898,5.58861846679713
3090,181,C55,0.0,13.762640725097715,5.588618996840021
3091,181,C55,1.0,7.012252443847689,2.361864482918986
