,element_nos,Cs,xDivL,Fx,Mres
1234,47,C42,0.0,-677.1615250571248,372.94542910156946
1235,47,C42,1.0,-701.6132484946247,155.47299396537815
1236,48,C42,0.0,-701.6134385955617,155.47303175221236
1237,48,C42,1.0,-726.0651620330616,41.08982511329102
1238,49,C42,0.0,-726.0595267972369,41.089812263507945
1239,49,C42,1.0,-750.5112502347368,1.5325600758544484e-05
1240,51,C42,0.0,-339.85290495048037,869.6210785509186
1241,51,C42,1.0,-352.07876531477456,1268.4137672050133
1242,52,C42,0.0,-352.10095404386516,1268.4140555449856
1243,52,C42,1.0,-376.55267562589626,1966.343352269248
1244,53,C42,0.0,-376.5415625336265,1966.3437118280344
1245,53,C42,1.0,-400.9932822601889,1919.2386042812664
1246,54,C42,0.0,-400.9960149352836,1919.2383756552367
1247,54,C42,1.0,-425.4477346618461,1532.4728474063315
1248,55,C42,0.0,-425.4578265231942,1532.4726417914583
1249,55,C42,1.0,-449.9095499606944,1061.692225151375
1250,56,C42,0.0,-449.893597222347,1061.6921636320387
1251,56,C42,1.0,-474.3453206598472,643.6428239643005
1252,57,C42,0.0,-474.3522955138968,643.6428074719148
1253,57,C42,1.0,-498.80401895139676,333.3789431051498
1254,58,C42,0.0,-498.8051174057576,333.3789611061273
1255,58,C42,1.0,-523.2568408432576,136.94304043511863
1256,59,C42,0.0,-523.2567185095023,136.9430789324077
1257,59,C42,1.0,-547.7084419470023,35.4105946180295
1258,60,C42,0.0,-547.7013329703329,35.41058333957975
1259,60,C42,1.0,-572.1530564078329,1.3878555582783779e-05
1260,62,C42,0.0,-176.25183088480475,990.6587228248222
1261,62,C42,1.0,-188.47769124909865,1312.4205140833114
1262,63,C42,0.0,-188.4751052086064,1312.420473029679
1263,63,C42,1.0,-212.92682679063776,1866.045848531658
1264,64,C42,0.0,-212.9385675321387,1866.045479144876
1265,64,C42,1.0,-237.3902872587012,1770.3348033907484
1266,65,C42,0.0,-237.3787412930439,1770.3344220052788
1267,65,C42,1.0,-261.8304610196064,1389.487821524247
1268,66,C42,0.0,-261.84226878213866,1389.48764938495
1269,66,C42,1.0,-286.2939922196386,949.17943306692
1270,67,C42,0.0,-286.29341060709,949.1792908533898
1271,67,C42,1.0,-310.74513404459,567.3495433827231
1272,68,C42,0.0,-310.7295377481267,567.3495401997451
1273,68,C42,1.0,-335.18126118562685,289.01811959138354
1274,69,C42,0.0,-335.1989234696388,289.01816681109557
1275,69,C42,1.0,-359.65064690713876,116.11995489724744
