,Location,nodeIndex,Type,combCasePerm,combCase,set,Fx,Fy,Fz,Mxx,Myy,Mzz
3493,C3/4B,142,maxFx,C9p3494,9,SLS,3.9336410135704836,8.837880623989225,134.91012148647604,-40.78206673677843,20.789068906553002,-0.00014385055933806117
3566,C3/4B,142,minFx,C9p3567,9,SLS,-4.490129095155001,0.6897799564361573,51.209771925082805,-15.241739967346188,-23.729862533569335,0.00015525305150076746
3504,C3/4B,142,maxFy,C9p3505,9,SLS,-3.6413548699896965,22.61723148611081,127.378985973233,-121.27453841036242,-19.24390729583957,2.1951738403113553e-05
2507,C3/4B,142,minFy,C9p2508,9,SLS,3.5106198431193825,-2.393373332595825,60.42025874065608,7.815397657775879,18.553303531265257,-0.0001066866412293166
2323,C3/4B,142,maxFz,C9p2324,9,SLS,3.141760467334446,15.23836355855954,159.46038632118106,-84.75060268648546,16.604028794629787,-7.534971920966173e-05
3560,C3/4B,142,minFz,C9p3561,9,SLS,-4.466929743081331,1.8283831180572512,43.695274561801554,-8.70382795562744,-23.607241320800778,0.00011049449695274235
2515,C3/4B,142,maxMxx,C9p2516,9,SLS,3.4943671781718733,-0.45282596015930165,81.05839970745295,32.12789521636963,18.467404150009155,-9.42622262518853e-05
3512,C3/4B,142,minMxx,C9p3513,9,SLS,-3.6274689124625357,21.32364656789792,142.510958238858,-139.82188606661242,-19.170559293215057,9.225935519607737e-06
3493,C3/4B,142,maxMyy,C9p3494,9,SLS,3.9336410135704836,8.837880623989225,134.91012148647604,-40.78206673677843,20.789068906553002,-0.00014385055933806117
3566,C3/4B,142,minMyy,C9p3567,9,SLS,-4.490129095155001,0.6897799564361573,51.209771925082805,-15.241739967346188,-23.729862533569335,0.00015525305150076746
2838,C3/4B,142,maxMzz,C9p2839,9,SLS,-4.102239557147026,10.14172596244812,86.94440408008249,-71.4966541091919,-21.679800098013875,0.0001856225062125304
3325,C3/4B,142,minMzz,C9p3326,9,SLS,3.1834513326067295,10.957185006313445,118.61555337224006,-49.36495792635363,16.824414116032337,-0.0002043331625993957
19957,C3/4C,143,maxFx,C9p3494,9,SLS,5.558870932690035,7.071517669743043,132.87351768457927,-12.891234672538008,29.374159886730876,-0.00020577121713014036
20030,C3/4C,143,minFx,C9p3567,9,SLS,-6.3113407823622225,-0.9721389429569245,35.97867918848395,-22.755651145029063,-33.35366875021458,0.00018429946731775997
19989,C3/4C,143,maxFy,C9p3526,9,SLS,4.7737852841533535,17.649981233280645,124.76646302788892,-107.55008032683487,25.225772491253583,-0.00017480481044204624
18964,C3/4C,143,minFy,C9p2501,9,SLS,-5.1389234280407425,-2.4294809506893156,63.71904022726714,28.281384819602966,-27.158350742363933,8.765451144427061e-05
18689,C3/4C,143,maxFz,C9p2226,9,SLS,-5.733663245447744,5.9343855919537365,152.21901788524133,-33.03388744696733,-30.30513448020104,3.767182057908087e-05
20096,C3/4C,143,minFz,C9p3633,9,SLS,4.667375019639731,11.256135872411729,20.34122125709057,-61.24481637940407,24.66750368936062,-0.0001779346002265811
18965,C3/4C,143,maxMxx,C9p2502,9,SLS,-5.07169352043271,-0.822658599615097,74.77033949484526,38.288745171165466,-26.803640758538247,1.445819456130268e-05
19990,C3/4C,143,minMxx,C9p3527,9,SLS,4.724952689854037,16.470597047489623,132.87678924859205,-114.8683641647255,24.966821760357583,-0.0001212726857587853
19957,C3/4C,143,maxMyy,C9p3494,9,SLS,5.558870932690035,7.071517669743043,132.87351768457927,-12.891234672538008,29.374159886730876,-0.00020577121713014036
20030,C3/4C,143,minMyy,C9p3567,9,SLS,-6.3113407823622225,-0.9721389429569245,35.97867918848395,-22.755651145029063,-33.35366875021458,0.00018429946731775997
18910,C3/4C,143,maxMzz,C9p2447,9,SLS,-5.951379231148958,-1.3974039395809172,74.78046477864086,-29.99219828586578,-31.453089743065835,0.00020974684823304413
18781,C3/4C,143,minMzz,C9p2318,9,SLS,4.823480511037242,12.479099750202641,114.23918448427357,-31.98223278998491,25.488867070091928,-0.00025438120351919626
36225,C3/4A,144,maxFx,C9p3298,9,SLS,2.369938208443245,-1.4968246199754531,112.78470391785801,2.5736234430027194,12.524905746648345,-0.00012698477434610426
36690,C3/4A,144,minFx,C9p3763,9,SLS,-2.719646665275097,6.681034426116943,25.388702795467527,-36.34446349029541,-14.372831927609445,0.000183219410473248
36739,C3/4A,144,maxFy,C9p3812,9,SLS,-1.8926131090044975,22.900371965789798,40.542698423626284,-98.61054831085205,-10.002061841320991,4.810894615366124e-05
34740,C3/4A,144,minFy,C9p1813,9,SLS,1.2282556860390512,-4.120250407328968,130.70246339362413,-17.155135697011932,6.491682564446959,-8.300368366913346e-05
34733,C3/4A,144,maxFz,C9p1806,9,SLS,-2.2439639675673635,-0.8718036772874648,151.43584383899122,-2.5268093054103664,-11.858281403448549,2.0903457420305924e-05
36750,C3/4A,144,minFz,C9p3823,9,SLS,1.5734737323880195,20.461104921722413,25.36418587613329,-109.07659459991456,8.315388301348687,-3.972479589865543e-05
35386,C3/4A,144,maxMxx,C9p2459,9,SLS,1.2121115489542484,1.2522614959716798,60.84813352793008,23.48361433868408,6.4057144601583484,-1.2218037480488418e-05
36439,C3/4A,144,minMxx,C9p3512,9,SLS,-1.8783866806146297,18.660533808216687,129.13789374608473,-128.89417792113304,-9.926333426859346,-8.870585805610173e-06
36225,C3/4A,144,maxMyy,C9p3298,9,SLS,2.369938208443245,-1.4968246199754531,112.78470391785801,2.5736234430027194,12.524905746648345,-0.00012698477434610426
36690,C3/4A,144,minMyy,C9p3763,9,SLS,-2.719646665275097,6.681034426116943,25.388702795467527,-36.34446349029541,-14.372831927609445,0.000183219410473248
35766,C3/4A,144,maxMzz,C9p2839,9,SLS,-2.359874028885365,6.971075763702393,40.18107247649804,-38.7470028579712,-12.471507996201515,0.00020335373822017572
36253,C3/4A,144,minMzz,C9p3326,9,SLS,1.6727547405782548,13.077869609150524,112.78233768714666,-74.42147177184103,8.840421890447173,-0.00018969881835078297
52689,C5/6B,145,maxFx,C9p3298,9,SLS,3.9758127161513928,-2.8731318253320643,94.38138313930632,22.595924657454205,21.011940376641963,-9.073370140090979e-05
53154,C5/6B,145,minFx,C9p3763,9,SLS,-4.654491030353307,-1.9027612857818603,35.9366351973474,0.04535251922607523,-24.59850024642944,0.00022976470435969533
52700,C5/6B,145,maxFy,C9p3309,9,SLS,-3.8132521893967026,10.909804830093961,87.51404033689498,-56.34107550428896,-20.15236174051502,4.5247684940244776e-05
52291,C5/6B,145,minFy,C9p2900,9,SLS,3.5780823301374913,-5.362821128845216,43.5904876696974,23.416697482299806,18.9098250535965,-3.769492972642183e-05
51323,C5/6B,145,maxFz,C9p1932,9,SLS,3.1970267643701202,3.5929165373998693,116.85521377267837,-20.38636879042177,16.896100701883054,-3.9699949338551835e-05
53148,C5/6B,145,minFz,C9p3757,9,SLS,-4.632215941089391,-0.8303175235748291,29.086638908284908,5.817137919616701,-24.480764826202392,0.00018762977863661946
52299,C5/6B,145,maxMxx,C9p2908,9,SLS,3.5605556068480015,-3.818698311614991,62.4165874743849,46.800644357299795,18.817194192695617,-1.972008254379034e-05
52708,C5/6B,145,minMxx,C9p3317,9,SLS,-3.798256875180089,9.919022689743619,101.31265610837936,-74.28131363905457,-20.073152402136113,2.81815653289815e-05
52689,C5/6B,145,maxMyy,C9p3298,9,SLS,3.9758127161513928,-2.8731318253320643,94.38138313930632,22.595924657454205,21.011940376641963,-9.073370140090979e-05
53154,C5/6B,145,minMyy,C9p3763,9,SLS,-4.654491030353307,-1.9027612857818603,35.9366351973474,0.04535251922607523,-24.59850024642944,0.00022976470435969533
52230,C5/6B,145,maxMzz,C9p2839,9,SLS,-4.297086765474081,-1.5566117256164549,52.90712132574022,-4.954112933349608,-22.70954100246429,0.00025250197406858206
52717,C5/6B,145,minMzz,C9p3326,9,SLS,3.2769128557693126,8.108583312149625,94.38808853783608,-35.479493143449126,17.318338600518917,-0.00017787762921348611
69153,C5/6C,146,maxFx,C9p3298,9,SLS,5.376836231119008,1.0360453891324113,131.26528365460635,18.198814515971883,28.412105048292375,-0.00011362489001757083
69618,C5/6C,146,minFx,C9p3763,9,SLS,-6.320368871903419,-1.5041147440910336,36.36913249938786,-19.01024410457611,-33.401440251421924,0.000258865006105043
69185,C5/6C,146,maxFy,C9p3330,9,SLS,4.607637021715017,10.264783104281339,123.01382404580116,-67.34367256898906,24.347638140028216,-0.00011596822148120581
68748,C5/6C,146,minFy,C9p2893,9,SLS,-5.149673869252205,-2.7488283873558044,62.79768178834617,28.515853030586246,-27.21520321815014,0.00016509020074736327
68081,C5/6C,146,maxFz,C9p2226,9,SLS,-5.860875463550715,-0.3981807960940293,149.65007624700965,0.5016909514424629,-30.977476983911295,0.00013992869587683502
69488,C5/6C,146,minFz,C9p3633,9,SLS,4.619300274896622,10.010988863468171,21.246862912988664,-54.60846217555999,24.41339508793354,-0.00014553802439477295
68749,C5/6C,146,maxMxx,C9p2894,9,SLS,-5.082108463597297,-0.902714691066742,74.04333486451806,37.58276543292999,-26.858683673167228,8.895373314153403e-05
69186,C5/6C,146,minMxx,C9p3331,9,SLS,4.558560146028372,8.9100973865079,131.26773303017617,-73.97132662172343,24.087419631117083,-6.030321126735388e-05
69153,C5/6C,146,maxMyy,C9p3298,9,SLS,5.376836231119008,1.0360453891324113,131.26528365460635,18.198814515971883,28.412105048292375,-0.00011362489001757083
69618,C5/6C,146,minMyy,C9p3763,9,SLS,-6.320368871903419,-1.5041147440910336,36.36913249938786,-19.01024410457611,-33.401440251421924,0.000258865006105043
68694,C5/6C,146,maxMzz,C9p2839,9,SLS,-5.962716561245918,-2.017199963283539,74.05484158886374,-25.46139840984344,-31.513041736674307,0.00028400290056597444
69181,C5/6C,146,minMzz,C9p3326,9,SLS,4.643387237436147,9.861245660738858,131.26177991161347,-28.444774961567187,24.536010047071674,-0.00018789638267761646
85617,C5/6A,147,maxFx,C9p3298,9,SLS,2.577244646342685,2.3233174974651423,125.09045890672206,8.16477463389458,13.620574287450145,-6.870981079528472e-05
86082,C5/6A,147,minFx,C9p3763,9,SLS,-2.9847079465568065,8.017365042114259,35.61113591502606,-5.665936528015137,-15.773627050161362,0.00020328876370331273
86131,C5/6A,147,maxFy,C9p3812,9,SLS,-2.137856388825178,25.278157313537594,51.08722265078128,-73.01046066741944,-11.298122286367416,3.516327770194039e-05
84132,C5/6A,147,minFy,C9p1813,9,SLS,1.442560400517871,-0.6911434598712832,143.498877029264,-10.195565176286083,7.624383914792368,-2.872704299634687e-05
84517,C5/6A,147,maxFz,C9p2198,9,SLS,-2.562207535306523,6.097643165800104,166.37944309376184,-1.9850013579267078,-13.539980422938038,9.591660416217157e-05
85946,C5/6A,147,minFz,C9p3627,9,SLS,1.8603233730375768,19.41331153717041,33.88362567157745,-77.52752867279054,9.83132482266426,-7.251587688224389e-05
84778,C5/6A,147,maxMxx,C9p2459,9,SLS,1.4195639355480671,5.632030633544922,70.16227379680872,26.818654264831544,7.502073347043992,5.433861821657048e-05
85831,C5/6A,147,minMxx,C9p3512,9,SLS,-2.118606776134084,20.311727244779597,143.57784838186208,-100.55546031483588,-11.19571448417919,-3.098115429284415e-05
85617,C5/6A,147,maxMyy,C9p3298,9,SLS,2.577244646342685,2.3233174974651423,125.09045890672206,8.16477463389458,13.620574287450145,-6.870981079528472e-05
86082,C5/6A,147,minMyy,C9p3763,9,SLS,-2.9847079465568065,8.017365042114259,35.61113591502606,-5.665936528015137,-15.773627050161362,0.00020328876370331273
85158,C5/6A,147,maxMzz,C9p2839,9,SLS,-2.6260054437577725,8.318912920379638,50.75698028980195,-8.17246667022705,-13.87794281411171,0.0002230206035892479
85645,C5/6A,147,minMzz,C9p3326,9,SLS,1.90777507999747,17.701720588895807,125.08742476172448,-73.06340950917183,10.082551124608347,-0.00016714475263843677
8981,C3/4B,142,maxFx,C14p3494,14,STR/GEO Set B,6.047022994096983,10.821502053483172,179.29636004419174,-47.41206053181519,31.95814733110588,-0.00021853765147508748
9054,C3/4B,142,minFx,C14p3567,14,STR/GEO Set B,-6.919546909505129,0.9482427382659913,36.127399505403936,-21.6430212423706,-36.569105725784304,0.00023610693183727561
8992,C3/4B,142,maxFy,C14p3505,14,STR/GEO Set B,-5.653785709172978,31.499783742173356,167.99943774098335,-168.19986380390992,-29.879273261545492,3.4229574252351475e-05
7995,C3/4B,142,minFy,C14p2508,14,STR/GEO Set B,5.4198913758361345,-3.6857425907897947,49.94334876210764,12.99178095703125,28.643599660530093,-0.00016086638637352734
7811,C3/4B,142,maxFz,C14p2324,14,STR/GEO Set B,4.859202174742925,20.42222645533864,216.12175729624923,-113.36486445637573,25.680587163221055,-0.0001157863912824883
9048,C3/4B,142,minFz,C14p3561,14,STR/GEO Set B,-6.884747881394626,2.6561474806976317,24.855653460482063,-11.83615322479248,-36.38517390663147,0.00016896910001523791
8003,C3/4B,142,maxMxx,C14p2516,14,STR/GEO Set B,5.39551237841487,-0.7749215321350097,80.90056021230295,49.46052729492187,28.51475058864594,-0.0001422297639073804
9000,C3/4B,142,minMxx,C14p3513,14,STR/GEO Set B,-5.632956772882237,29.559406364854027,190.69739613942085,-196.02088528828492,-29.769251257608726,1.5140869927092744e-05
8981,C3/4B,142,maxMyy,C14p3494,14,STR/GEO Set B,6.047022994096983,10.821502053483172,179.29636004419174,-47.41206053181519,31.95814733110588,-0.00021853765147508748
9054,C3/4B,142,minMyy,C14p3567,14,STR/GEO Set B,-6.919546909505129,0.9482427382659913,36.127399505403936,-21.6430212423706,-36.569105725784304,0.00023610693183727561
8326,C3/4B,142,maxMzz,C14p2839,14,STR/GEO Set B,-6.34513427206576,12.746483887786864,85.06565769910918,-92.78924977630615,-33.533232681949144,0.000279785485940738
8813,C3/4B,142,minMzz,C14p3326,14,STR/GEO Set B,4.9291601422239415,16.380136486466576,159.51819791163206,-73.522539995011,26.0503857548229,-0.00030738592840290726
25445,C3/4C,143,maxFx,C14p3494,14,STR/GEO Set B,8.537219271833537,9.041564779820396,182.2074724975685,-10.807257321057927,45.112770680637134,-0.000303011277663211
25518,C3/4C,143,minFx,C14p3567,14,STR/GEO Set B,-9.741638235617877,-1.486198588171005,19.009276061908007,-33.12742177457809,-51.48139849375248,0.0002809911102615297
25477,C3/4C,143,maxFy,C14p3526,14,STR/GEO Set B,7.359590799028513,24.909260125126796,170.04689051253294,-152.79552580250325,38.8901895874212,-0.0002565616676310698
