,nodeIndex,combCasePerm,Fx,Fy,Fz,Mxx,Myy,Mzz,combCase,Location,set
0,69,C36p1,-24.500002033092585,-2.800001440538913,1001.1484590942382,29.979775628992243,-200.9294463605251,4.58849789050741,36,FN,ULS B
1,69,C36p2,-22.90000003113946,-2.8000017823357886,1001.1484589477539,29.97977484774225,-184.32944011052513,2.455696230351161,36,FN,ULS B
2,69,C36p3,-24.500000861217586,-1.5200005128045382,1001.1484594360352,16.699772503992243,-200.9294432355251,2.5244983787886612,36,FN,ULS B
3,69,C36p4,-22.900000568248835,-1.5200000733514132,1001.1484589965821,16.699770941492247,-184.3294416730251,4.647699745976162,36,FN,ULS B
4,69,C36p5,-25.300001544811334,-2.160000854601413,1001.1484593383789,23.339774066492243,-209.2294455792751,3.55889789050741,36,FN,ULS B
5,69,C36p6,-22.099999249889457,-2.1600007569451636,1001.1484587524415,23.33977172274225,-176.02943776677512,3.549297597538661,36,FN,ULS B
6,69,C36p7,-24.50000082351054,-1.9878774205882848,982.9777121881102,25.722522338281795,-233.46979794218333,4.588498239643599,36,FN,ULS B
7,69,C36p8,-22.899998821557414,-1.9878777623851602,982.977712041626,25.722521557031797,-216.86979169218333,2.4556965794873493,36,FN,ULS B
8,69,C36p9,-24.499999651635537,-0.7078764928539099,982.9777125299073,12.442519213281795,-233.46979481718333,2.524498727924849,36,FN,ULS B
9,69,C36p10,-22.89999935866679,-0.707876053400785,982.9777120904541,12.442517650781797,-216.86979325468332,4.6477000951123495,36,FN,ULS B
10,69,C36p11,-25.30000033522929,-1.3478768346507846,982.9777124322509,19.08252077578179,-241.76979716093334,3.558898239643599,36,FN,ULS B
11,69,C36p12,-22.099998040307412,-1.3478767369945353,982.9777118463135,19.082518432031797,-208.56978934843332,3.5492979466748493,36,FN,ULS B
12,69,C36p13,-24.50000080924587,-3.6121254454906286,982.9777122503662,34.1280056585943,-233.4697977476169,4.588498292500912,36,FN,ULS B
13,69,C36p14,-22.899998807292743,-3.612125787287504,982.9777121038819,34.128004877344296,-216.8697914976169,2.4556966323446625,36,FN,ULS B
14,69,C36p15,-24.499999637370863,-2.3321245177562537,982.9777125921631,20.848002533594297,-233.4697946226169,2.524498780782162,36,FN,ULS B
