,nodeIndex,combCasePerm,Fx,Fy,Fz,Mxx,Myy,Mzz,combCase,Location,set
0,2628,C23p1,48.19517900652139,1.6753923854827881,321.27376027679446,32.27840302734375,123.55050242972821,-4.85138001462221,23,MC5/6,ULS B Dead
1,2628,C23p2,48.82796535906046,1.829002053451538,321.3425816894531,30.90781684570312,127.30768748832196,-4.364532565891742,23,MC5/6,ULS B Dead
2,2628,C23p3,29.1081489283964,2.6002829372406007,229.26131340179444,35.90478076171875,71.59634305472821,-3.091613266575336,23,MC5/6,ULS B Dead
3,2628,C23p4,30.867362573949574,0.9277133174591063,193.51756385323333,19.550574053375243,78.7878339745159,-3.0488829368686674,23,MC5/6,ULS B Dead
4,2628,C24p1,2.7967911371707914,27.615213228034975,17.142933759117128,-235.17403979797365,7.373374105072024,13.414099701690674,24,MC5/6,ULS B Wind Lead
5,2628,C24p2,-0.03620578670501691,27.481970097541808,-0.41050850582122805,-236.60999008178712,0.006593038177490953,13.683739643096924,24,MC5/6,ULS B Wind Lead
6,2628,C24p3,9.891165477991104,27.656794929790497,38.723043378257756,-231.71261878967286,25.647170491790774,12.750141402435302,24,MC5/6,ULS B Wind Lead
7,2628,C24p4,7.058168554115296,27.523551799297334,21.1696011133194,-233.14856907348633,18.28038942489624,13.019781343841553,24,MC5/6,ULS B Wind Lead
8,2628,C24p5,-4.17513793591857,-30.992801835441586,-2.8884593006134045,260.52315297546386,-10.837065758132935,-12.951717008972167,24,MC5/6,ULS B Wind Lead
9,2628,C24p6,-7.008134859794378,-31.126044965934753,-20.44190156555176,259.08720269165036,-18.203846825027465,-12.682077067565917,24,MC5/6,ULS B Wind Lead
10,2628,C24p7,2.919236404901743,-30.951220133686064,18.69165031852722,263.9845739837646,7.436730628585815,-13.615675308227539,24,MC5/6,ULS B Wind Lead
11,2628,C24p8,0.08623948102593412,-31.084463264179227,1.138208053588868,262.5486236999512,0.06994956169128345,-13.346035366821289,24,MC5/6,ULS B Wind Lead
12,2628,C24p9,46.497601865530015,-4.499501638793945,13.545640981674191,28.613514517211915,325.3448832716942,-13.615721922302246,24,MC5/6,ULS B Wind Lead
13,2628,C24p10,43.66460494165421,-4.632744769287109,-4.00780128326416,27.17756423339844,317.97810220479965,-13.346081980895997,24,MC5/6,ULS B Wind Lead
14,2628,C24p11,46.15924939227104,13.574287838745116,22.522743221664427,-84.96626624450684,324.2365960536957,-14.95547250366211,24,MC5/6,ULS B Wind Lead
15,2628,C24p12,43.32625246839524,13.441044708251953,4.969300956726074,-86.40221652832031,316.86981498680115,-14.68583256225586,24,MC5/6,ULS B Wind Lead
16,2628,C24p13,-30.544351161813736,-11.910969143676757,11.63899098320007,77.0718231842041,-258.6091210251808,12.722939210510255,24,MC5/6,ULS B Wind Lead
17,2628,C24p14,-33.37734808568955,-12.04421227416992,-5.914451281738281,75.63587290039062,-265.97590209207533,12.992579151916503,24,MC5/6,ULS B Wind Lead
18,2628,C24p15,-26.603621847963332,7.8218366790771485,21.04534976005554,-47.53334410095215,-230.77315843849178,10.556569024658204,24,MC5/6,ULS B Wind Lead
19,2628,C24p16,-29.436618771839143,7.6885935485839845,3.4919074951171876,-48.96929438476562,-238.1399395053863,10.826208966064453,24,MC5/6,ULS B Wind Lead
20,2628,C25p1,13.18763061357498,9.044254948406218,118.320346460495,-63.75767213348387,7.516176486568452,3.9032292557525636,25,MC5/6,ULS B Aero Lead
21,2628,C25p2,25.66882055009842,9.71184870206833,118.49110878776548,-68.14870823699951,92.74372890844346,0.777266122207641,25,MC5/6,ULS B Aero Lead
22,2628,C25p3,1.9656921337985986,8.176888784085513,34.7380859361729,-69.67806943506243,-12.264050349158051,3.6934759700334077,25,MC5/6,ULS B Aero Lead
23,2628,C25p4,10.466271477060316,8.076430199338198,34.70829076195568,-69.0168981020546,45.528661799279455,2.226964007447958,25,MC5/6,ULS B Aero Lead
24,2628,C25p5,8.965787310409548,8.941846558133363,118.27905095936626,-62.8852782583046,-20.88674508764148,4.302728189119101,25,MC5/6,ULS B Aero Lead
25,2628,C25p6,29.9475565901947,9.508981727048159,118.42001811241953,-66.61514302881243,122.13351948267102,-0.28974690701127004,25,MC5/6,ULS B Aero Lead
26,2628,C25p7,11.526884571151733,9.344184205533265,118.38001593212933,-65.48221241601944,-3.0878741696727294,3.181266165803671,25,MC5/6,ULS B Aero Lead
27,2628,C25p8,27.38660177818298,9.099973205929993,118.31680459637492,-63.97496075098039,104.33467915063977,0.8327706277787693,25,MC5/6,ULS B Aero Lead
28,2628,C25p9,3.354538513088226,8.146054043865204,17.22593917236328,-71.98641359405518,8.772090158157347,3.5636169780731204,25,MC5/6,ULS B Aero Lead
29,2628,C25p10,15.315942915821076,9.056729458932876,124.79437934623719,-62.71924583099364,12.998315402584078,3.704041765975952,25,MC5/6,ULS B Aero Lead
30,2628,C25p11,27.797132852344514,9.724323212594987,124.96514167350766,-67.11028193450927,98.22586782445909,0.5780786324310297,25,MC5/6,ULS B Aero Lead
31,2628,C25p12,4.094004436044693,8.189363294612171,41.21211882191509,-68.63964313257219,-6.781911433142426,3.494288480256796,25,MC5/6,ULS B Aero Lead
32,2628,C25p13,12.59458377930641,8.088904709864856,41.18232364769787,-67.97847179956435,51.01080071529508,2.0277765176713465,25,MC5/6,ULS B Aero Lead
33,2628,C25p14,11.09409961265564,8.954321068660022,124.75308384510845,-61.84685195581435,-15.404606171625856,4.103540699342489,25,MC5/6,ULS B Aero Lead
